"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US12019","Clay County, Florida","73398","911","55688","1088","42652","1011","17710","977","5.0","0.8","4.3","0.9","2.1","0.6","10.2","1.9","2.7","0.5","2.0","0.5","1.3","0.5","5.3","1.3","8.4","0.9","5.3","0.8","3.4","0.7","18.5","2.4","9.3","0.9","7.4","0.9","5.8","0.8","15.0","2.5","13.0","1.1","11.9","1.2","9.8","1.1","19.6","3.0","21.2","1.3","21.8","1.5","22.1","1.8","16.8","1.9","14.8","1.2","16.4","1.4","18.1","1.8","8.4","1.9","15.7","1.1","18.5","1.4","22.0","1.7","4.1","0.9","6.3","0.6","7.9","0.9","9.9","1.0","0.9","0.4","3.7","0.6","4.5","0.7","5.6","0.9","1.1","0.5","62653","2097","71882","2104","81833","2776","35795","2570","78932","2326","86889","2629","98009","3197","48585","4425","39.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)"
"0500000US12021","Collier County, Florida","140942","1584","95659","1479","77838","1573","45283","1339","4.1","0.4","2.6","0.4","1.3","0.2","8.7","1.0","3.1","0.4","2.4","0.4","1.3","0.3","5.3","0.7","8.0","0.7","5.7","0.6","4.0","0.5","13.8","1.4","9.1","0.6","7.4","0.8","6.0","0.7","13.7","1.1","12.8","0.8","12.5","0.9","10.7","0.9","14.5","1.3","18.5","0.9","18.6","1.1","18.1","1.2","16.6","1.2","12.5","0.6","13.4","0.7","14.5","0.9","9.9","1.0","14.1","0.7","15.8","0.9","18.1","1.1","9.1","1.0","6.7","0.6","8.2","0.8","9.8","0.9","3.3","0.6","10.9","0.5","13.5","0.8","16.1","0.9","5.2","0.7","65675","1598","76528","2142","90183","2154","42840","2024","106539","2578","122263","3487","138203","3867","69572","3388","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.9","(X)"
"0500000US12023","Columbia County, Florida","24985","454","15579","530","11430","578","9406","485","8.4","1.5","5.5","1.2","1.8","0.7","15.8","3.5","6.4","1.1","2.3","0.8","1.4","0.7","13.5","2.6","12.1","1.6","7.6","1.5","6.3","1.6","18.7","3.0","11.8","1.5","11.1","2.0","10.1","2.2","14.1","2.6","15.8","1.8","14.5","2.4","13.3","2.3","16.8","3.0","19.0","1.8","24.1","2.4","26.7","3.1","9.6","2.6","10.7","1.3","14.2","2.0","15.1","2.3","5.3","1.6","10.3","1.2","14.0","1.8","16.8","2.3","3.7","1.7","3.2","0.8","4.1","1.2","5.0","1.3","0.8","0.6","2.4","0.6","2.7","0.9","3.5","1.2","1.7","0.9","44491","3128","58617","3431","65905","3683","25934","2234","62378","3283","73279","4529","N","N","41523","5231","45.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.9","(X)"
"0500000US12027","DeSoto County, Florida","11996","441","8200","435","6096","403","3796","390","8.4","1.5","5.5","1.5","2.8","1.2","15.2","4.0","6.3","1.6","5.0","1.8","3.8","2.0","9.8","4.0","20.7","2.8","15.6","2.8","12.0","2.9","33.2","5.4","14.5","2.4","15.0","2.8","12.9","3.0","13.7","3.7","15.4","2.0","17.1","2.8","20.7","3.4","10.4","2.8","17.8","2.3","20.4","2.7","22.2","3.4","11.7","4.1","8.4","1.5","10.8","1.9","13.6","2.3","3.0","1.8","5.3","1.3","6.5","1.9","7.1","2.2","1.6","1.0","1.9","0.8","2.6","1.1","3.1","1.4","0.5","0.5","1.3","0.6","1.5","0.7","1.9","0.9","0.9","0.9","35057","2284","41291","4402","48228","3392","21598","1797","48458","3416","55661","4452","N","N","31186","2837","35.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)"
"0500000US12029","Dixie County, Florida","6520","332","4252","378","3097","334","2268","374","9.7","2.5","7.1","2.8","0.6","0.7","19.3","5.9","9.1","2.7","5.5","2.9","5.0","3.0","18.5","6.1","14.4","2.9","11.4","3.7","9.9","3.8","17.9","6.6","12.3","3.8","11.0","3.2","8.7","3.2","14.6","7.0","21.9","4.1","21.6","4.1","23.2","5.1","21.2","7.6","15.8","3.2","22.1","4.4","26.3","5.6","3.0","2.2","5.3","2.1","7.1","2.8","9.0","3.7","0.0","1.7","6.9","2.3","9.1","3.3","12.2","4.7","2.1","2.7","2.7","1.7","2.9","2.1","2.7","2.5","2.4","3.2","1.9","1.3","2.2","1.5","2.3","1.9","1.1","1.3","38237","2882","44795","7089","51615","4551","21205","3776","51366","6584","56833","5572","N","N","36289","12614","51.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","53.4","(X)"
"0500000US12031","Duval County, Florida","354387","1851","221153","2142","146652","2093","133234","1988","7.2","0.3","5.2","0.3","1.5","0.2","11.6","0.6","4.6","0.3","2.9","0.3","1.4","0.2","8.0","0.6","9.6","0.4","7.2","0.4","3.9","0.4","14.3","0.8","10.4","0.4","8.7","0.5","5.9","0.5","13.7","0.8","14.8","0.5","13.5","0.5","11.0","0.6","17.0","0.8","18.7","0.6","19.2","0.7","19.6","0.8","17.8","0.9","12.9","0.5","15.1","0.6","18.6","0.8","7.9","0.6","12.8","0.4","16.1","0.6","21.3","0.8","6.2","0.5","4.3","0.3","5.8","0.4","8.1","0.6","1.5","0.3","4.6","0.2","6.1","0.4","8.7","0.6","1.8","0.3","53473","609","65156","982","83024","1112","36684","746","74331","1030","87099","1622","106988","2301","49839","1096","40.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)"
"0500000US12033","Escambia County, Florida","118740","1075","70350","1422","48700","1218","48390","1273","5.9","0.5","3.4","0.5","1.5","0.4","10.1","1.0","4.3","0.5","2.2","0.4","1.1","0.3","7.8","0.9","10.5","0.7","6.8","0.7","4.6","0.8","15.9","1.3","12.7","0.8","9.6","0.8","6.8","0.7","17.4","1.6","17.3","0.9","15.8","1.0","13.9","1.0","19.6","1.9","20.2","0.9","23.0","1.3","22.7","1.3","15.8","1.2","11.8","0.6","15.0","0.9","18.1","1.2","6.6","0.8","11.0","0.7","14.9","0.9","19.3","1.2","4.8","0.8","3.2","0.3","4.5","0.5","5.6","0.7","1.0","0.3","3.2","0.3","4.7","0.4","6.2","0.6","0.9","0.2","49286","974","62563","1497","74206","1434","34173","1118","65836","1219","80051","1856","92937","2516","43534","1229","28.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.1","(X)"
"0500000US12035","Flagler County, Florida","40629","700","28547","806","22625","787","12082","705","5.4","0.8","4.0","0.9","2.3","0.8","10.1","2.0","3.8","0.6","2.0","0.6","1.3","0.6","7.8","1.5","10.3","1.0","6.9","1.2","4.7","1.0","19.9","1.9","10.8","1.1","9.1","1.3","7.3","1.2","15.6","2.9","15.3","1.3","16.4","1.8","15.7","1.8","12.9","1.9","21.8","1.4","22.8","1.7","23.8","1.8","18.3","2.0","14.0","1.1","16.2","1.3","18.2","1.6","8.2","1.7","12.1","0.9","14.4","1.2","16.7","1.5","5.3","1.4","3.6","0.6","4.6","0.8","5.6","1.0","0.9","0.4","2.9","0.5","3.5","0.6","4.3","0.7","1.0","0.4","53872","1465","61727","2174","69401","2303","32319","1814","68685","2233","76680","2745","84571","3167","46078","3044","40.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)"
"0500000US12037","Franklin County, Florida","4297","287","2639","229","2067","210","1658","221","8.8","2.7","5.5","2.4","4.2","2.6","14.6","6.5","7.5","2.5","5.4","2.8","2.5","1.8","11.0","5.2","10.9","2.7","11.0","3.5","8.3","2.9","11.1","3.9","12.8","2.9","10.0","3.6","8.1","3.6","17.1","5.0","15.1","2.9","13.4","4.0","14.4","4.5","18.2","5.3","15.1","3.1","15.6","3.3","15.2","3.8","13.1","5.5","11.2","3.0","16.4","4.4","18.7","5.0","2.8","2.1","12.7","3.0","14.8","3.4","18.6","4.3","9.6","4.6","2.3","1.2","2.7","1.5","3.1","1.9","1.7","1.4","3.6","1.7","5.3","2.7","6.8","3.3","0.7","0.8","42855","5298","56113","7327","67321","12744","32213","4543","66555","8156","80613","11132","N","N","43379","6325","39.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.4","(X)"
"0500000US12039","Gadsden County, Florida","17080","493","11474","594","6912","501","5606","435","11.6","1.5","9.1","2.0","1.8","1.5","17.1","3.9","4.9","1.4","3.1","1.5","1.3","1.1","8.8","2.8","12.3","1.9","9.0","2.0","4.7","1.6","19.3","3.9","13.3","1.8","10.4","2.1","6.3","2.1","19.3","3.3","17.5","1.8","18.2","2.4","18.5","3.6","16.4","3.5","18.5","2.1","20.7","2.8","24.3","3.8","13.0","3.0","9.4","1.5","12.7","2.2","18.7","3.4","2.9","1.6","8.9","1.6","11.5","2.4","16.1","3.7","2.6","1.4","2.4","0.6","3.5","1.0","5.6","1.6","0.3","0.3","1.2","0.6","1.7","0.8","2.7","1.2","0.4","0.6","40922","2788","50203","4598","69076","4135","26900","1775","52613","2528","61722","3314","N","N","32774","2348","47.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.7","(X)"
"0500000US12041","Gilchrist County, Florida","6511","223","4487","253","3337","259","2024","236","7.5","1.9","3.4","1.4","1.3","0.9","18.6","5.6","5.3","1.8","3.2","1.9","2.1","1.4","10.5","3.9","12.9","2.7","10.7","3.1","8.9","3.2","22.1","6.3","14.5","2.6","15.5","3.8","12.7","3.5","17.4","5.3","17.0","3.3","17.5","3.9","16.1","4.6","15.2","5.4","16.5","2.4","18.3","2.8","19.5","3.4","7.6","3.5","14.7","3.0","16.6","3.9","20.6","5.0","4.9","2.6","7.6","1.8","9.8","2.4","12.3","3.0","1.9","2.0","2.3","1.2","2.9","1.6","3.6","2.2","1.1","1.4","1.8","0.8","2.1","1.2","2.9","1.6","0.8","1.0","42357","3068","49839","4377","61976","7750","23777","7277","56315","3353","63477","4585","72276","5277","33773","5416","44.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)"
"0500000US12043","Glades County, Florida","4433","288","2995","260","2354","300","1438","219","6.3","2.2","2.5","2.4","0.7","0.6","17.4","6.3","9.5","2.6","6.4","2.7","5.0","3.4","16.1","7.0","11.4","3.4","7.0","2.6","5.1","2.1","21.2","7.6","15.7","3.8","14.0","4.6","11.6","4.1","16.8","6.1","17.9","4.5","21.0","5.5","24.1","6.3","10.2","5.6","19.2","4.1","24.4","5.8","26.2","6.6","8.6","4.2","6.7","1.9","8.1","2.7","9.6","3.3","3.5","2.8","9.2","2.5","11.1","3.0","12.5","3.4","5.7","4.5","2.2","1.3","2.9","2.0","3.4","2.5","0.3","0.5","1.8","1.2","2.6","1.8","2.0","1.7","0.1","0.3","39879","2947","48531","8639","52644","5286","23090","4289","53454","4069","62648","5811","N","N","32341","5318","28.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)"
"0500000US12045","Gulf County, Florida","5359","300","3668","272","2717","253","1691","276","5.0","1.8","4.1","2.0","1.5","1.5","7.0","3.3","7.4","2.4","2.7","2.1","1.2","1.5","17.7","5.5","13.3","3.3","10.6","4.0","8.2","3.4","19.4","7.2","13.6","3.7","11.9","3.7","13.1","4.3","19.3","7.9","16.7","3.7","17.3","4.6","13.3","3.7","18.6","6.8","15.3","2.8","19.1","4.1","20.5","4.8","5.6","2.7","13.5","2.9","15.6","3.7","18.7","4.6","5.0","3.6","11.1","2.7","13.3","3.7","16.5","4.6","6.3","2.6","2.9","1.2","4.0","1.7","5.0","2.1","0.7","1.1","1.2","1.0","1.6","1.3","2.1","1.8","0.4","0.6","44291","4298","53646","3574","65241","8255","27221","4956","57476","3701","64554","4452","N","N","39685","6479","39.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.7","(X)"
"0500000US12047","Hamilton County, Florida","4485","224","3210","248","2087","230","1275","209","14.3","3.6","11.7","3.7","6.2","3.8","24.8","7.9","9.4","3.0","5.9","3.2","2.9","1.7","17.7","5.8","14.0","3.4","12.1","3.8","11.2","4.6","17.7","6.4","12.5","3.1","12.8","3.6","10.7","4.5","13.4","6.4","11.5","2.8","11.9","3.2","13.2","4.4","11.8","6.9","20.0","4.0","23.3","5.3","26.7","6.5","7.8","4.2","7.8","2.2","9.4","2.9","10.7","3.8","3.1","2.4","7.6","2.2","9.5","2.7","13.8","4.4","2.1","2.5","0.6","0.7","0.9","1.0","1.4","1.6","0.0","3.1","2.2","1.6","2.5","1.9","3.3","2.7","1.6","2.6","34583","5887","43375","7255","54349","4440","20141","5708","48405","5484","54912","6765","N","N","29594","7051","46.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.3","(X)"
"0500000US12049","Hardee County, Florida","7772","316","5576","371","4016","360","2196","312","9.9","2.3","9.5","2.6","4.6","1.9","13.0","5.1","6.5","2.4","1.8","1.0","0.3","0.5","18.4","6.8","16.5","3.2","12.5","3.5","10.3","3.4","27.1","8.0","14.7","3.0","11.8","3.0","10.0","3.1","21.0","6.4","14.3","3.1","17.1","3.8","18.3","4.9","6.5","3.7","16.9","3.0","20.6","3.6","24.1","4.5","8.6","4.2","8.1","2.0","9.9","2.8","10.4","3.2","3.8","2.4","8.4","1.8","10.5","2.4","13.7","3.4","1.0","1.0","3.0","1.4","4.0","2.0","5.0","2.8","0.3","0.4","1.7","0.9","2.3","1.3","3.2","1.7","0.3","0.5","37594","3486","47807","4428","55818","4495","21821","4244","54735","5226","63201","6234","N","N","31254","7140","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","(X)"
"0500000US12051","Hendry County, Florida","12027","476","8771","528","5369","425","3256","434","9.3","2.2","10.2","3.2","5.8","2.8","11.7","4.7","6.0","1.9","3.6","1.7","1.5","1.2","12.6","4.7","16.1","2.6","11.8","3.1","7.3","3.1","32.3","6.6","11.9","2.9","11.8","3.4","11.8","4.3","12.0","4.9","16.6","2.8","17.3","3.0","15.8","3.5","9.7","3.6","15.4","2.3","17.1","3.1","19.9","3.9","11.4","4.4","12.5","2.6","14.4","3.3","17.6","4.7","4.7","3.4","8.1","1.9","9.0","2.2","13.7","3.6","3.5","2.3","2.0","1.1","2.2","1.2","3.3","1.9","1.2","1.8","2.1","0.9","2.5","1.3","3.3","1.9","0.9","1.5","40728","2333","45091","3957","59641","7114","22120","1942","56431","4429","61149","5543","N","N","38264","9214","40.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)"
"0500000US12053","Hernando County, Florida","73541","824","49475","830","37544","829","24066","831","6.7","0.6","4.0","0.6","2.5","0.5","13.4","1.6","5.2","0.6","3.1","0.5","1.9","0.4","10.2","1.4","12.1","1.0","8.4","0.8","6.7","0.8","20.4","1.9","13.1","0.8","11.5","1.0","9.6","1.1","17.5","1.6","17.1","0.9","17.6","1.2","17.1","1.3","16.1","1.6","20.2","1.0","23.7","1.4","25.0","1.7","12.4","1.3","11.5","0.8","13.7","1.0","15.7","1.3","5.2","0.8","9.7","0.7","12.1","1.0","14.5","1.2","3.6","0.7","2.6","0.4","3.6","0.6","4.2","0.7","0.3","0.2","1.9","0.4","2.3","0.5","2.8","0.6","0.9","0.4","46030","925","54248","1116","60443","1861","27952","1233","59196","1306","67796","1595","74581","1965","38148","2225","38.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)"
"0500000US12055","Highlands County, Florida","41026","856","26755","842","21323","731","14271","852","7.8","0.9","5.3","1.1","3.9","1.0","13.5","1.6","6.3","0.8","2.7","0.8","1.9","0.7","13.2","1.9","16.3","1.4","11.2","1.3","9.8","1.5","26.4","2.8","15.7","1.4","16.1","1.9","14.4","1.8","16.1","2.1","16.9","1.3","19.6","1.9","19.5","2.0","11.9","1.7","19.0","1.4","22.4","1.8","24.6","2.1","10.9","1.9","8.1","1.0","10.2","1.3","11.3","1.7","3.1","0.9","5.9","0.8","7.5","1.1","8.9","1.3","2.5","0.8","2.1","0.5","2.5","0.6","2.9","0.8","1.2","0.7","2.0","0.5","2.4","0.7","2.9","0.9","1.2","0.5","37314","1444","45616","1558","50526","2356","23773","1086","55174","3736","63088","5355","68630","6294","38583","4221","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)"
"0500000US12057","Hillsborough County, Florida","516478","2014","326368","2549","227827","2670","190110","2286","6.8","0.3","4.4","0.3","1.9","0.2","11.9","0.5","4.6","0.2","2.8","0.2","1.5","0.1","8.0","0.4","9.8","0.3","7.5","0.4","4.5","0.4","14.6","0.6","9.7","0.3","8.6","0.4","6.2","0.3","12.4","0.5","13.8","0.3","12.8","0.4","10.9","0.4","15.7","0.6","17.9","0.4","17.9","0.5","17.7","0.5","17.5","0.6","12.2","0.3","13.6","0.4","15.6","0.5","8.5","0.4","13.4","0.3","16.5","0.5","20.5","0.6","7.0","0.5","5.6","0.2","7.3","0.3","9.7","0.4","2.2","0.2","6.3","0.2","8.5","0.3","11.5","0.4","2.2","0.3","56137","604","68652","819","85873","1250","37443","676","79843","890","93626","1055","111569","1415","52794","1143","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)"
"0500000US12059","Holmes County, Florida","7016","264","4883","303","3334","313","2133","268","9.8","1.8","7.1","2.3","3.0","1.9","19.0","4.5","10.6","2.1","6.2","2.1","4.2","1.7","21.7","4.9","14.2","2.7","13.3","3.2","12.1","3.5","16.1","4.5","11.8","2.7","11.7","3.4","7.1","2.9","15.1","4.1","15.1","2.1","15.5","2.9","15.1","3.6","14.3","4.0","17.1","2.7","19.5","3.4","24.4","4.2","6.2","2.9","11.5","2.4","13.6","2.8","17.9","3.7","5.8","3.5","7.6","1.8","10.1","2.4","13.1","3.1","1.6","2.0","0.9","0.6","1.6","0.9","1.5","1.1","0.0","1.9","1.4","0.8","1.6","1.1","1.5","1.2","0.2","0.3","38608","3326","47611","4227","57627","3795","19507","5649","49636","3195","56664","3950","N","N","29573","4748","37.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","(X)"
"0500000US12061","Indian River County, Florida","57403","1070","35755","1011","29974","929","21648","919","5.2","0.7","2.0","0.5","1.4","0.5","11.0","1.6","4.8","0.7","1.7","0.5","1.1","0.4","10.1","1.4","11.5","1.1","6.6","1.1","4.4","0.9","19.8","2.3","11.7","1.1","10.6","1.2","9.2","1.2","14.0","1.6","14.3","1.1","13.9","1.4","13.0","1.6","14.9","1.8","18.6","1.0","20.3","1.5","20.9","1.7","15.5","1.9","11.7","1.0","15.1","1.5","16.2","1.7","6.1","1.0","11.5","1.0","14.8","1.4","16.4","1.7","5.2","1.1","4.3","0.6","6.1","0.9","6.9","1.1","1.3","0.5","6.4","0.6","8.9","0.9","10.4","1.1","2.2","0.6","52336","1202","67305","2630","74988","2083","30919","1873","84405","3272","103943","4911","113870","6163","51042","4311","35.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.9","(X)"
"0500000US12063","Jackson County, Florida","16894","448","11198","458","7791","366","5696","411","10.1","1.6","6.1","1.7","1.9","0.9","19.0","4.1","8.3","1.4","4.4","1.6","2.6","1.6","16.8","3.8","13.6","1.8","10.6","2.1","6.3","1.9","20.0","3.6","13.8","1.7","13.6","1.9","10.3","1.9","15.1","3.3","14.5","1.7","14.4","2.2","15.0","2.8","14.5","2.9","18.7","2.2","22.6","2.8","26.6","3.4","9.5","2.8","10.4","1.4","13.4","2.0","18.1","2.9","2.8","1.2","7.4","1.2","10.3","1.7","13.3","2.4","2.1","1.0","2.0","0.6","2.8","0.9","3.6","1.3","0.0","0.7","1.3","0.5","1.8","0.6","2.4","0.9","0.3","0.3","39002","2199","50728","2440","62310","2931","22035","3299","51417","2191","61907","3294","73162","3999","28716","2436","33.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","(X)"
"0500000US12065","Jefferson County, Florida","5771","260","3947","311","2880","268","1824","310","8.9","3.1","4.2","2.3","3.3","2.5","19.4","8.1","4.9","2.0","4.7","2.6","1.2","1.1","5.4","3.7","12.3","2.6","9.4","2.8","5.6","2.3","21.5","4.8","14.0","2.9","10.1","3.5","6.8","3.3","24.2","6.5","11.0","2.5","10.2","3.0","10.2","3.6","12.7","4.6","21.3","3.3","23.7","4.5","27.5","5.4","11.6","4.4","9.6","2.4","12.5","3.2","16.4","4.1","3.4","2.8","12.4","2.4","17.3","3.6","18.9","3.8","1.9","1.7","3.7","1.9","5.2","2.8","6.6","3.6","0.0","2.2","1.9","0.9","2.7","1.3","3.5","1.7","0.0","2.2","48173","8083","59945","5337","69209","4175","27554","4717","61993","4917","75313","6383","N","N","30496","3848","33.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)"
"0500000US12067","Lafayette County, Florida","2095","228","1565","209","1134","196","530","137","11.7","5.2","12.0","8.3","3.6","3.8","27.9","14.9","9.9","6.8","9.9","8.2","0.0","3.5","9.8","8.0","12.1","4.8","7.8","4.9","7.8","5.4","24.7","11.4","12.6","7.6","4.3","3.5","4.4","4.3","20.0","12.1","10.1","3.8","12.8","5.0","16.0","7.2","2.3","2.7","11.1","4.3","13.4","6.0","15.3","6.8","6.2","4.0","14.6","5.5","18.6","7.2","25.0","8.5","0.9","1.6","12.6","4.6","14.1","5.2","18.0","6.7","8.1","10.1","2.6","1.9","3.5","2.5","4.8","3.5","0.0","7.3","2.8","2.4","3.8","3.3","5.2","4.5","0.0","7.3","39543","12393","54632","17574","76288","9916","17917","5948","58488","8590","65703","12263","N","N","28635","10322","43.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","56.8","(X)"
"0500000US12069","Lake County, Florida","130190","1342","88728","1240","69228","1400","41462","1284","5.4","0.5","3.6","0.5","1.6","0.4","10.6","1.1","4.9","0.5","2.4","0.5","1.4","0.4","10.5","1.2","11.1","0.8","7.5","0.7","5.5","0.7","19.9","1.6","11.8","0.7","10.3","0.8","8.1","0.7","15.7","1.3","15.2","0.9","15.0","1.0","14.3","1.2","15.9","1.5","19.5","0.8","21.5","1.0","22.8","1.2","14.3","1.2","13.6","0.8","16.4","1.1","18.2","1.3","6.5","1.0","11.6","0.7","14.7","1.0","17.4","1.1","4.0","0.8","4.1","0.4","5.0","0.6","6.1","0.7","1.4","0.5","2.9","0.3","3.6","0.5","4.4","0.6","1.2","0.3","51884","1233","63056","1435","70946","1519","30889","985","66691","1273","76110","1719","84846","1928","43194","1895","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.7","(X)"
